user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-C,Team_CPB-I-median,Team_CPB-O-median,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,Leader_CPB-I,Leader_CPB-O
DWK2099,36.0,36.0,28.0,16.0,33.0,-15.7969361702,-19.7314553191,26,17,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-14.0968,
NCS0425,44.0,42.0,14.0,13.0,19.0,-15.1706229508,-18.7346098361,37,29,-16.94,-17.126,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.296,-28.3344,
KAP0844,35.0,18.0,26.0,35.0,31.0,-14.4053684211,-20.4172526316,19,18,-16.214,-20.8046,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.94,-19.206,
WHH2938,17.0,20.0,47.0,36.0,33.0,-16.6200677966,-20.359959322,30,20,-17.908,-20.5412,-15.4025108696,-20.250498913,-16.94,-20.766,-23.232,-25.2848,
BAB1619,39.0,40.0,16.0,27.0,28.0,-14.8704827586,-19.3100551724,31,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-19.844,-14.3716,
LAV1050,34.0,28.0,24.0,31.0,27.0,-17.3985263158,-18.7710947368,12,6,-19.844,-17.4916,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
RAS3446,33.0,34.0,42.0,19.0,39.0,-15.1844745763,-19.5608067797,32,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-27.308,
VYP0637,40.0,25.0,42.0,33.0,28.0,-14.6490666667,-19.6051377778,22,21,-15.488,-21.3632,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-26.5632,
AIJ0383,39.0,30.0,16.0,39.0,34.0,-16.0786440678,-19.7717966102,28,19,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-4.84,-17.076,
MDO0606,37.0,43.0,15.0,40.0,29.0,-15.73,-18.6900434783,27,19,-16.698,-17.3122,-15.1798119658,-19.8936598291,-16.456,-20.6184,-11.132,-15.3548,
MSS3335,33.0,15.0,19.0,27.0,31.0,-14.3247017544,-19.7586175439,29,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
RVV0317,16.0,22.0,35.0,15.0,31.0,0,0,0,0,0,0,-15.4396,-19.84044,-16.94,-20.246,-23.232,-23.2048,
ICL0565,48.0,35.0,18.0,42.0,30.0,-15.851,-20.7459,27,22,-17.424,-21.9536,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.328,-31.6792,
SGW0112,37.0,29.0,41.0,22.0,35.0,-14.9287111111,-18.8237511111,25,21,-15.488,-15.6432,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.164,-26.4996,
HCR1322,48.0,34.0,26.0,19.0,37.0,-14.4474,-18.6625266667,33,30,-15.73,-17.277,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
HGH0727,40.0,17.0,41.0,32.0,33.0,-16.0035652174,-18.8639043478,27,18,-17.182,-17.4598,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-13.352,
NRT1320,36.0,41.0,19.0,35.0,37.0,-14.3909333333,-18.50664,34,30,-15.73,-16.757,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
TKM2494,35.0,46.0,20.0,39.0,37.0,-13.4593191489,-18.8415574468,27,29,-11.616,-16.5424,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-22.9936,
MLC3482,20.0,37.0,42.0,33.0,25.0,-15.3321355932,-20.5841423729,25,28,-16.94,-23.886,-15.0351142857,-20.0305742857,-16.456,-20.6184,-22.264,-30.1896,
SNM1696,45.0,38.0,36.0,37.0,31.0,-14.8871724138,-19.2254896552,32,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-9.68,-13.872,
MTW3317,36.0,14.0,18.0,37.0,35.0,-15.5606,-19.64334,19,16,-16.698,-21.2122,-15.0351142857,-20.0305742857,-16.456,-20.6184,-23.232,-13.8448,
CAG3622,30.0,21.0,46.0,38.0,26.0,-15.7831219512,-20.8444195122,18,15,-17.424,-22.4736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-24.624,
AIV3936,34.0,16.0,44.0,10.0,29.0,-14.1547169811,-19.9067924528,24,26,-15.488,-21.3632,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.456,-15.9384,
SCB2814,31.0,30.0,20.0,46.0,35.0,-14.6594576271,-20.220359322,27,29,-15.972,-21.5108,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-18.904,
JIR2594,15.0,44.0,15.0,36.0,25.0,-14.069,-17.3022818182,30,24,-13.794,-15.6466,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.392,-17.5688,
CSS1313,29.0,20.0,41.0,21.0,34.0,-14.5603333333,-18.6796333333,33,29,-16.456,-17.4984,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
DBH1596,20.0,20.0,35.0,22.0,23.0,-14.4379661017,-20.0911186441,28,28,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
KBM3734,15.0,38.0,14.0,41.0,27.0,-15.6735333333,-20.7524466667,27,23,-16.94,-22.586,-15.4025108696,-20.250498913,-16.94,-20.766,-6.776,-17.6664,
MET1881,39.0,18.0,31.0,27.0,27.0,-15.4177419355,-19.1275806452,35,27,-16.698,-18.3522,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-12.8116,
QIS2940,43.0,20.0,42.0,39.0,26.0,-16.6200677966,-20.3335186441,30,20,-17.908,-20.5412,-15.4025108696,-20.250498913,-16.94,-20.766,-23.232,-25.2848,
CAB3121,16.0,20.0,15.0,29.0,28.0,-15.499,-20.1256454545,22,19,-17.424,-20.3936,-14.9578338462,-19.7247212308,-15.972,-19.9508,-8.228,-12.3892,
HRK2972,42.0,46.0,17.0,35.0,31.0,-13.7456,-20.3205066667,25,32,-12.342,-22.2238,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
MCW2546,38.0,12.0,45.0,41.0,31.0,-15.3912,-18.96768,34,28,-15.972,-17.3508,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-27.828,
MHB0845,41.0,36.0,40.0,36.0,20.0,-14.1761052632,-20.3336526316,19,19,-14.036,-20.1404,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.94,-19.206,
EGD3972,16.0,42.0,23.0,47.0,27.0,-13.7753846154,-18.9209230769,20,21,-13.068,-18.5452,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-21.504,
CMW0437,33.0,23.0,47.0,20.0,22.0,0,0,0,0,0,0,-13.9553333333,-15.9558,-13.068,-12.3052,-8.712,-8.8968,
PCC0604,16.0,21.0,50.0,36.0,30.0,-15.9614782609,-18.8058521739,27,18,-17.182,-17.4598,-15.1798119658,-19.8936598291,-16.456,-20.6184,-11.132,-15.3548,
FCM3792,37.0,42.0,39.0,23.0,31.0,-15.6412666667,-20.8986066667,26,23,-16.94,-23.366,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-13.2612,
TMV0868,35.0,15.0,17.0,50.0,27.0,-15.246,-20.4400666667,27,24,-16.698,-21.7322,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-14.4488,
BGH2861,46.0,30.0,20.0,35.0,32.0,-14.6594576271,-20.3173084746,27,29,-15.972,-21.5108,-15.0351142857,-20.0305742857,-16.456,-20.6184,-11.132,-23.6748,
AHH0495,33.0,39.0,42.0,38.0,31.0,-15.3912,-20.3514577778,23,19,-16.94,-19.726,-15.1798119658,-19.8936598291,-16.456,-20.6184,-6.776,-12.4664,
CCN2726,43.0,25.0,18.0,42.0,39.0,-15.8752,-21.89728,12,12,-17.908,-24.9612,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.972,-25.1508,
ZAW2012,35.0,45.0,43.0,42.0,26.0,-14.6728421053,-21.8535578947,18,27,-15.972,-23.0708,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-10.9564,
MZG2261,34.0,24.0,35.0,22.0,24.0,-14.6490666667,-19.0620266667,35,30,-15.73,-17.017,-15.4025108696,-20.250498913,-16.94,-20.766,-8.712,-25.0168,
AVT0526,31.0,34.0,14.0,36.0,29.0,-14.3533770492,-18.9201377049,36,33,-14.52,-16.908,-14.9218758837,-19.382605813,-15.972,-18.9108,-7.26,-23.534,
LNP3092,42.0,21.0,18.0,35.0,32.0,-15.6816,-20.69424,20,18,-17.908,-21.0612,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-25.5368,
LMM3366,43.0,44.0,17.0,24.0,28.0,-15.1169333333,-21.5533733333,21,25,-15.972,-24.3708,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-14.3012,
DJP3230,21.0,34.0,25.0,39.0,32.0,-15.5417777778,-20.6053777778,20,19,-17.908,-21.0612,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-17.4916,
OAG1468,36.0,42.0,16.0,23.0,34.0,-14.3559322034,-19.2728813559,31,28,-16.456,-19.0584,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.776,-12.4664,
KNW1321,19.0,45.0,36.0,13.0,34.0,-14.3586666667,-18.6874666667,33,30,-15.73,-17.277,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
NBL2243,41.0,41.0,20.0,20.0,34.0,-14.6732666667,-20.6380733333,27,33,-14.036,-21.7004,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-21.504,
SBS1606,16.0,29.0,30.0,40.0,27.0,-14.3641355932,-19.909959322,29,28,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
AAM0729,42.0,37.0,26.0,24.0,23.0,-15.7931304348,-18.8901652174,26,19,-16.698,-17.3122,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-13.352,
HSF1454,38.0,40.0,38.0,40.0,29.0,-14.399,-18.4657666667,34,30,-15.73,-16.757,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.292,-16.4788,
GAH0525,11.0,43.0,39.0,20.0,32.0,-14.2819672131,-19.0347540984,35,33,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-7.26,-23.534,
CRL3842,39.0,45.0,14.0,40.0,34.0,-8.712,-19.2968,0,1,-8.712,-19.2968,-15.4025108696,-20.250498913,-16.94,-20.766,-9.196,-13.2044,
DKP0671,17.0,37.0,23.0,48.0,43.0,-14.8426666667,-18.4970666667,26,22,-15.488,-15.6432,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-12.9092,
NSC1741,44.0,35.0,44.0,40.0,31.0,-16.94,-17.646,3,1,-17.908,-16.6412,-14.9255135135,-18.5635567568,-16.456,-18.0184,-17.424,-13.1136,
BAG2641,39.0,20.0,17.0,19.0,28.0,-15.1601290323,-18.2522451613,38,28,-16.94,-17.646,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-17.4916,
CSW3811,23.0,13.0,34.0,19.0,34.0,-14.5993442623,-19.5236721311,28,31,-15.004,-21.7356,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
JJH0681,39.0,41.0,27.0,36.0,28.0,-14.036,-19.2094322581,18,16,-13.068,-17.5052,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.392,-23.8088,
APS3701,41.0,38.0,27.0,43.0,31.0,-15.3239322034,-20.4935050847,25,28,-16.94,-23.366,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
BRC3949,43.0,23.0,37.0,28.0,22.0,-14.0907924528,-19.7106943396,24,26,-15.488,-21.3632,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.456,-15.9384,
CLR2407,41.0,34.0,41.0,30.0,32.0,-17.545,-23.8105,1,1,-18.392,-24.8488,-14.9255135135,-18.5635567568,-16.456,-18.0184,-21.296,-26.7744,
LRS2996,35.0,18.0,40.0,18.0,36.0,-15.0282,-19.09098,11,8,-16.94,-18.166,-15.3290048309,-19.4859207729,-16.94,-19.206,-23.232,-33.0848,
NVL2180,40.0,39.0,22.0,39.0,23.0,-14.6894,-20.4783266667,28,33,-14.036,-20.6604,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-20.6888,
SEM2492,17.0,33.0,35.0,44.0,25.0,-13.5931914894,-18.8270638298,27,29,-11.616,-16.5424,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-22.9936,
JFG1049,41.0,25.0,46.0,48.0,25.0,-17.4749473684,-18.3291368421,12,6,-19.844,-17.4916,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
RJD2647,15.0,30.0,23.0,35.0,17.0,-15.246,-18.9754,34,28,-15.972,-17.3508,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-23.148,
ETA0791,44.0,42.0,41.0,22.0,28.0,-14.7566222222,-18.6788266667,26,20,-16.456,-18.0184,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-25.664,
BSM2844,20.0,22.0,38.0,40.0,28.0,-14.7250847458,-20.2932542373,27,29,-15.972,-21.5108,-15.0351142857,-20.0305742857,-16.456,-20.6184,-11.132,-23.6748,
ANB2766,39.0,44.0,25.0,13.0,22.0,-15.1330666667,-19.1316266667,33,29,-15.972,-17.6108,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-20.9136,
JMR3367,30.0,36.0,23.0,11.0,35.0,-15.1814666667,-21.68572,21,25,-15.972,-24.3708,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-14.3012,
LRL1316,14.0,21.0,33.0,23.0,32.0,-14.5522666667,-18.65984,33,29,-16.456,-17.4984,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
SLS2992,21.0,21.0,41.0,21.0,28.0,-13.9472666667,-20.50334,24,31,-13.552,-22.5928,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
DKM2980,20.0,32.0,21.0,28.0,28.0,-13.8585333333,-20.4156133333,24,32,-12.342,-22.2238,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
PLM3935,21.0,24.0,18.0,31.0,32.0,-14.0816603774,-19.6784754717,25,26,-15.488,-21.3632,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.456,-15.9384,
PPT3162,37.0,40.0,37.0,30.0,33.0,-15.4772444444,-20.6896977778,20,19,-17.424,-21.4336,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.812,-26.1068,
BMV1886,25.0,34.0,40.0,44.0,32.0,-14.766245614,-21.8637964912,18,27,-15.972,-23.0708,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-26.6472,
CLM2776,37.0,49.0,34.0,30.0,23.0,-15.2823,-18.49247,23,18,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-13.4088,
LZM0306,33.0,39.0,19.0,46.0,31.0,-15.0524,-20.4156933333,27,25,-16.456,-21.6584,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-14.4488,
RHR2835,17.0,18.0,23.0,18.0,37.0,-15.6574,-18.76286,22,17,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-4.84,-14.476,
WRW2331,35.0,35.0,16.0,47.0,28.0,-14.5603333333,-18.8183,36,31,-14.762,-16.2018,-15.4025108696,-20.250498913,-16.94,-20.766,-10.164,-16.6196,
TFH0544,25.0,15.0,40.0,28.0,15.0,-15.0470222222,-18.6980533333,26,19,-16.94,-17.646,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-21.0612,
ACS0128,36.0,44.0,21.0,23.0,28.0,0,0,0,0,0,0,0,0,0,0,-19.36,-11.104,
VGM2096,36.0,44.0,31.0,21.0,28.0,-15.7145531915,-19.651012766,26,17,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-14.0968,
IMM2118,30.0,25.0,42.0,18.0,30.0,-15.3630967742,-19.1864,35,27,-16.698,-18.8722,-14.9218758837,-19.382605813,-15.972,-18.9108,-24.2,-29.22,
WTF0449,19.0,36.0,43.0,43.0,31.0,-15.1077142857,-20.8758,7,7,-15.488,-20.3232,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-26.8516,
OLR2564,39.0,35.0,20.0,23.0,31.0,-15.0577777778,-19.8684444444,22,18,-16.456,-21.1384,-14.9578338462,-19.7247212308,-15.972,-19.9508,-7.744,-13.2816,
VJK1327,25.0,45.0,22.0,34.0,27.0,-14.3313220339,-19.1684271186,32,28,-16.456,-18.5384,-14.9218758837,-19.382605813,-15.972,-18.9108,-7.744,-12.7616,
MLJ1461,40.0,18.0,20.0,37.0,32.0,-14.5764666667,-18.5458866667,34,29,-16.456,-16.9784,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.292,-16.4788,
CKH2797,20.0,20.0,43.0,37.0,32.0,-14.7414915254,-20.3246983051,27,29,-15.972,-21.5108,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-18.904,
GRG3005,41.0,39.0,29.0,21.0,31.0,-15.29,-20.1564545455,22,20,-16.698,-20.4322,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.296,-17.9344,
APD0381,16.0,30.0,18.0,22.0,33.0,-16.0786440678,-19.9216271186,27,19,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-4.84,-17.076,
GAW0808,40.0,36.0,19.0,32.0,28.0,-15.8429333333,-20.8301066667,27,22,-17.424,-21.9536,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.328,-22.8392,
JME0387,40.0,18.0,38.0,15.0,36.0,-15.3610491803,-18.7756327869,37,28,-17.424,-17.2736,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
BUS2399,16.0,10.0,37.0,25.0,31.0,-15.7542,-18.70138,22,17,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-22.264,-30.1896,
YRA3503,12.0,28.0,25.0,50.0,24.0,-15.0412307692,-19.0669538462,7,6,-15.488,-16.6832,-15.3290048309,-19.4859207729,-16.94,-19.206,-14.52,-23.668,
WMR2685,35.0,38.0,43.0,36.0,40.0,-15.9074666667,-19.3417866667,26,17,-17.908,-18.4612,-15.1798119658,-19.8936598291,-16.456,-20.6184,-20.328,-16.5992,
ADP1625,39.0,17.0,41.0,43.0,27.0,-15.0624137931,-19.225137931,32,25,-16.94,-18.686,-14.8882043011,-19.4707172043,-16.456,-19.0584,-19.844,-14.3716,
AMM0734,43.0,16.0,40.0,21.0,27.0,-15.6385777778,-20.6233422222,22,18,-17.424,-21.9536,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-23.1412,
VKM2949,21.0,37.0,22.0,18.0,20.0,-16.4806101695,-20.4760745763,29,21,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-23.232,-25.2848,
SKS0339,45.0,16.0,15.0,25.0,33.0,-14.4308421053,-20.5618631579,18,18,-16.214,-22.1046,-15.0351142857,-20.0305742857,-16.456,-20.6184,-5.324,-23.4636,
CDM0538,29.0,25.0,20.0,40.0,31.0,-14.9394666667,-18.5265866667,27,19,-16.94,-17.646,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-21.0612,
NGR2884,18.0,32.0,19.0,16.0,27.0,-16.5216271186,-20.5062101695,29,21,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-12.584,-24.6376,
BCB2676,37.0,41.0,15.0,22.0,33.0,-14.9932444444,-19.86032,22,18,-16.456,-21.1384,-14.9578338462,-19.7247212308,-15.972,-19.9508,-8.712,-20.8568,
ARG3554,32.0,35.0,26.0,16.0,23.0,-13.585,-18.7974090909,25,27,-11.374,-16.4686,-14.9578338462,-19.7247212308,-15.972,-19.9508,-8.712,-14.6168,
AFP2709,37.0,45.0,17.0,24.0,29.0,-13.4696170213,-19.0106553191,26,29,-11.616,-16.5424,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.328,-29.0792,
HCO3108,36.0,20.0,25.0,23.0,25.0,-15.9876129032,-19.594916129,38,22,-17.666,-17.8674,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-24.6944,
HMM2768,50.0,15.0,18.0,41.0,30.0,-15.367,-18.9603,34,28,-15.972,-17.3508,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-20.9136,
SCH3716,11.0,19.0,37.0,21.0,28.0,-15.8268,-20.97252,26,22,-16.94,-23.366,-15.4025108696,-20.250498913,-16.94,-20.766,-6.776,-17.6664,
CVB2703,37.0,33.0,44.0,44.0,22.0,-14.19,-17.2446363636,30,24,-13.794,-15.6466,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-25.144,
AWW0254,41.0,33.0,18.0,39.0,19.0,-14.3613114754,-18.8969836066,36,33,-14.52,-16.908,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.196,-10.0844,
RAB1712,28.0,39.0,40.0,26.0,34.0,-15.2694193548,-19.384283871,17,13,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-23.8292,
SWG2200,10.0,36.0,31.0,28.0,34.0,-14.7136,-20.58104,27,33,-14.036,-21.7004,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-20.6888,
KJR1377,36.0,35.0,18.0,48.0,18.0,-14.784,-20.1912363636,21,21,-15.73,-21.177,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.26,-21.454,
JGR3914,43.0,36.0,18.0,46.0,17.0,-13.8498461538,-18.9569641026,20,21,-13.068,-18.5452,-15.0351142857,-20.0305742857,-16.456,-20.6184,-7.744,-10.1616,
CKG1972,25.0,25.0,50.0,34.0,27.0,-15.910212766,-19.5668510638,27,16,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.972,-30.3508,
KAH3247,30.0,41.0,35.0,20.0,27.0,-15.8236774194,-19.570083871,38,23,-17.424,-17.7936,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.488,-30.7232,
EIR1046,10.0,45.0,18.0,17.0,23.0,-16.9654736842,-19.0221894737,11,7,-18.876,-17.7164,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
BDU0497,33.0,40.0,33.0,42.0,25.0,-15.3804444444,-20.3019555556,23,19,-16.94,-19.726,-15.1798119658,-19.8936598291,-16.456,-20.6184,-6.776,-12.4664,
CAR2244,36.0,20.0,33.0,21.0,29.0,-14.8426666667,-20.6810666667,27,32,-14.762,-21.9218,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-21.504,
GGM3737,34.0,40.0,47.0,28.0,28.0,-15.6574,-20.8601933333,26,23,-16.94,-23.366,-15.4025108696,-20.250498913,-16.94,-20.766,-6.776,-17.6664,
QBR2250,37.0,46.0,43.0,45.0,36.0,-14.6329333333,-20.4091066667,28,33,-14.036,-20.6604,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-21.504,
TBM0932,17.0,18.0,22.0,20.0,37.0,-15.3610491803,-18.7330098361,37,28,-17.424,-17.2736,-14.8882043011,-19.4707172043,-16.456,-19.0584,-8.712,-10.4568,
NGH1256,21.0,18.0,42.0,35.0,32.0,-15.3617391304,-19.6516521739,22,22,-15.73,-21.177,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.196,-10.0844,
HAM2252,47.0,38.0,22.0,49.0,25.0,-14.6974666667,-20.39412,28,33,-14.036,-20.6604,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-21.504,
BBP1093,11.0,14.0,24.0,40.0,22.0,-14.9932444444,-19.8487644444,25,22,-15.972,-19.4308,-15.1798119658,-19.8936598291,-16.456,-20.6184,-10.164,-12.9796,
JDS0516,41.0,46.0,39.0,19.0,34.0,-14.4232,-19.6980355556,21,22,-15.488,-21.3632,-15.1798119658,-19.8936598291,-16.456,-20.6184,-16.94,-15.566,
COK3383,15.0,10.0,39.0,30.0,32.0,-15.3813559322,-19.5238983051,33,25,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.456,-16.9784,
AME0732,37.0,13.0,45.0,19.0,31.0,-16.0456521739,-19.0236956522,26,18,-17.182,-17.7198,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-13.352,
FNR0635,16.0,16.0,18.0,50.0,31.0,-14.7458666667,-19.4382133333,22,21,-15.488,-21.3632,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-26.5632,
TKK0628,42.0,14.0,40.0,16.0,25.0,-14.9179555556,-19.7795822222,22,20,-16.456,-20.6184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-16.456,-16.4584,
RCW3692,45.0,40.0,13.0,17.0,37.0,-15.3075254237,-20.7176542373,24,28,-16.94,-23.886,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
RDB0702,32.0,39.0,21.0,12.0,20.0,-15.004,-20.211462069,24,30,-15.004,-20.6956,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
SAC3963,34.0,23.0,40.0,47.0,27.0,-14.0111794872,-18.9928307692,20,20,-14.52,-18.988,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-21.504,
MPY0478,43.0,16.0,21.0,20.0,32.0,-16.0140869565,-19.0027652174,26,18,-17.182,-17.7198,-15.1798119658,-19.8936598291,-16.456,-20.6184,-21.296,-28.3344,
ARW0818,41.0,46.0,14.0,45.0,22.0,-15.7622666667,-20.69284,27,22,-17.424,-21.9536,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.328,-22.8392,
RJB2622,32.0,40.0,49.0,41.0,28.0,-15.6332,-21.8408133333,12,13,-17.666,-24.8874,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
PLJ3274,40.0,46.0,17.0,13.0,21.0,-14.0614736842,-19.8060631579,29,30,-12.584,-18.9176,-15.0351142857,-20.0305742857,-16.456,-20.6184,-20.328,-32.1992,
BKR3146,47.0,30.0,18.0,18.0,24.0,-14.8856888889,-19.0764088889,25,22,-15.488,-17.7232,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-25.312,
KBK3593,42.0,21.0,32.0,25.0,29.0,-13.7898983051,-18.5714508475,34,36,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
CNB1131,36.0,37.0,42.0,26.0,34.0,-14.550893617,-19.4731659574,20,24,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-13.552,-14.5328,
EHW2450,38.0,17.0,19.0,40.0,36.0,-15.2513777778,-19.73104,23,17,-16.94,-20.246,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-21.8764,
SAR1883,47.0,34.0,22.0,46.0,32.0,-14.766245614,-21.8455508772,18,27,-15.972,-23.0708,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-26.6472,
NHD2497,17.0,17.0,16.0,37.0,35.0,-13.7579574468,-18.9547574468,27,28,-12.1,-16.69,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-22.9936,
WBE0967,31.0,47.0,42.0,42.0,30.0,-15.1309508197,-18.4752983607,38,29,-16.94,-17.126,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.296,-28.3344,
MFB0040,38.0,23.0,18.0,43.0,30.0,-15.5571428571,-21.0128571429,7,6,-16.698,-20.6922,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-26.8516,
